brand,name,ingredients,,,,,,,,,,,
YSL,PURE SHOTS SOFT POLISH DOUBLE ESSENCE,"WATER,ALCOHOL DENAT.,ISONONYL ISONONANOATE,GLYCOLIC ACID,BUTYLENE GLYCOL,DIPROPYLENE GLYCOL,SODIUM HYDROXIDE,CAPRYLYL GLYCOL,ASCORBYL GLUCOSIDE,TRISODIUM ETHYLENEDIAMINE DISUCCINATE,ADENOSINE,ARGANIA SPINOSA KERNEL OIL,FAGUS SYLVATICA BUD EXTRACT,TOCOPHEROL,PENTYLENE GLYCOL,FAEX EXTRACT / YEAST EXTRACT,BENZOIC ACID,SORBIC ACID,ZINGIBER OFFICINALE ROOT EXTRACT / GINGER ROOT EXTRACT,CAPRYLOYL SALICYLIC ACID,HAEMATOCOCCUS PLUVIALIS EXTRACT,CAPRYLIC/CAPRIC TRIGLYCERIDE,PARFUM / FRAGRANCE",,,,,,,,,,,
YSL,PURE SHOTS LINES AWAY ANTI-AGING SERUM,"Water,Butylene Glycol,Glycerin,Rhamnose,Alcohol Denat.,Hydroxypropyl Tetrahydropyrantriol,Propylene Glycol,Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin,Dimethicone,Hydroxyethylpiperazine Ethane Sulfonic Acid,Coco-Glucoside,Lactic Acid,Sodium Hydroxide,Sodium Lactate,Sodium Hyaluronate,Sodium Benzoate,Sodium Chloride,Phenoxyethanol,Adenosine,Acetyl Tetrapeptide-9,Iris Florentina Root Extract,Chlorphenesin,Cellulose Acetate Butyrate,Polyphosphorylcholine Glycol Acrylate,Polyvinyl Alcohol,Ammonium Polyacryloyldimethyl Taurate,Dimethiconol,Benzyl Salicylate,Benzoic Acid,Linalool,Benzyl Alcohol,Caprylyl Glycol,Carbomer,Cereus Grandiflorus Flower Extract/Cactus Flower Extract,Carrageenan,Citric Acid,Potassium Sorbate,Glucose,Glycol Distearate,Glyceryl Oleate,Glyceryl Stearate,Parfum/Fragrance",,,,,,,,,,,
YSL,PURE SHOTS Y SHAPE FIRMING SERUM,"Water,Butylene Glycol,Glycerin,Bis-Peg-18 Methyl Ether Dimethyl Silane,Methyl Gluceth-10,Polyglyceryl-5 Laurate,Ppg-6-Decyltetradeceth-30,Isopropyl Lauroyl Sarcosinate,Ethylhexyl Palmitate,Chlorphenesin,Phenoxyethanol,Sodium Methyl Stearoyl Taurate,Salicylic Acid,Xanthan Gum,Acetyl Trifluoromethylphenyl Valylglycine,Pentylene Glycol,Sodium Hyaluronate,Tetrasodium Glutamate Diacetate,Faex Extract/Yeast Extract,Adenosine,Hydrolyzed Opuntia Ficus-Indica Flower Extract,Sodium Hydroxide,Benzyl Salicylate,Benzyl Alcohol,Tocopherol,Ethylhexylglycerin,Sodium Chloride,Hydrolyzed Rhodophyceae Extract,Acetyl Tetrapeptide-9,Parfum/Fragrance",,,,,,,,,,,
YSL,PURE SHOTS NIGHT REBOOT RESURFACING SERUM,"Water,Caprylic/Capric Triglyceride,Limnanthes Alba Seed Oil/Meadowfoam Seed Oil,Isononyl Isononanoate,Glycolic Acid,Propylene Glycol,Alcohol Denat.,Glycerin,Sodium Hydroxide,Hydroxyethylpiperazine Ethane Sulfonic Acid,Argania Spinosa Kernel Oil,Glucose,Calendula Officinalis Flower Extract,Cereus Grandiflorus Flower Extract/Cactus Flower Extract,Haematococcus Pluvialis Extract,Adenosine,Ascorbyl Glucoside,Hydrolyzed Linseed Extract,Citric Acid,Lactic Acid,Xanthan Gum,Panthenol,Tocopherol,Potassium Sorbate,Sodium Benzoate,Salicylic Acid,Caramel,Limonene,Parfum/Fragrance",,,,,,,,,,,
YSL,PURE SHOTS LIGHT UP BRIGHTENING SERUM,"Water,Caprylic/Capric Triglyceride,Limnanthes Alba Seed Oil/Meadowfoam Seed Oil,Isononyl Isononanoate,Glycolic Acid,Propylene Glycol,Alcohol Denat.,Glycerin,Sodium Hydroxide,Hydroxyethylpiperazine Ethane Sulfonic Acid,Argania Spinosa Kernel Oil,Glucose,Calendula Officinalis Flower Extract,Cereus Grandiflorus Flower Extract/Cactus Flower Extract,Haematococcus Pluvialis Extract,Adenosine,Ascorbyl Glucoside,Hydrolyzed Linseed Extract,Citric Acid,Lactic Acid,Xanthan Gum,Panthenol,Tocopherol,Potassium Sorbate,Sodium Benzoate,Salicylic Acid,Caramel,Limonene,Parfum/Fragrance",,,,,,,,,,,
Shiseido,Ultimune Power Infusing Concentrate,"Water,Alcohol Denat.,Glycerin,Butylene Glycol,PEG/PPG-17/4 Dimethyl Ether,Triethylhexanoin,Cyclohexasiloxane,Dimethicone,Phenoxyethanol,Trehalose,Ammonium Acryloyldimethyltaurate/Beheneth-25 Methacrylate Crosspolymer,PEG-14M,Acrylates/C10-30 Alkyl Acrylate Crosspolymer,Tocopheryl Acetate,PEG/PPG-14/7 Dimethyl Ether,Rosa Damascena Flower Water,Fragrance (Parfum),Disodium EDTA,Potassium Hydroxide,Silica,Isoceteth-10,Linalool,Lauryl Betaine,Ginkgo Biloba Leaf Extract,Geraniol,Citronellol,Origanum Majorana Leaf Extract,Nelumbo Nucifera Germ Extract,Alcohol,Sodium Carboxymethyl Beta-Glucan,BHT,Thymus Serpyllum Extract,Perilla Ocymoides Leaf Extract,Sodium Bicarbonate,Iris Florentina Root Extract,Sodium Benzoate,Ganoderma Lucidum (Mushroom) Stem Extract",,,,,,,,,,,
Shiseido,Ultimune Eye Ultimate Power Infusing Eye Concentrate,"Water,Dimethicone,Glycerin,Dipropylene Glycol,Alcohol Denat.,Sorbitol,Peg-10 Dimethicone,Dimethicone/Vinyl Dimethicone Crosspolymer,Methyl Gluceth-10,Sodium Chloride,Nylon-12,Peg/Ppg-19/19 Dimethicone,Hydrogenated Polyisobutene,Phenoxyethanol,Cetyl Ethylhexanoate,Erythritol,Saccharide Isomerate,Cellulose Gum,Butylene Glycol,Peg/Ppg-14/7 Dimethyl Ether,Tocopheryl Acetate,Rosa Damascena Flower Water,Fragrance (Parfum),Tocopherol,Trisodium Edta,Citric Acid,Sodium Citrate,Ppg-3 Dipivalate,Phytosteryl Macadamiate,Linalool,Sodium Metabisulfite,Geraniol,Ginkgo Biloba Leaf Extract,Citronellol,Origanum Majorana Leaf Extract,Nelumbo Nucifera Germ Extract,Alcohol,Sodium Carboxymethyl Beta-Glucan,Thymus Serpyllum Extract,Perilla Ocymoides Leaf Extract,Iris Florentina Root Extract,Ganoderma Lucidum (Mushroom) Stem Extract",,,,,,,,,,,
Shiseido,Benefiance Wrinkle Smoothing Eye Cream,"Water,Hydrogenated Polydecene,Glycerin,Mineral Oil(Paraffinum Liquidum/Huile Minerale),Petrolatum,Butylene Glycol,Paraffin,Polyglyceryl-2 Diisostearate,Squalane,Glyceryl Oleate,Sodium Pca,Glutamic Acid,Dipropylene Glycol,Carnosine,Beeswax(Cera Alba/Cire D'abeille),Microcrystalline Wax(Cera Microcristallina/Cire Microcristalline),Sodium Hydroxide,Alcohol,Polyethylene,Methylparaben,Tocopheryl Acetate,Ethylparaben,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Fragrance (Parfum),Trisodium Edta,Tocopherol,Sodium Metabisulfite,Caffeine,Iron Oxides (Ci 77492),Peg/Ppg-14/7 Dimethyl Ether,Ppg-3 Dipivalate,Linalool,Limonene,Sapindus Mukorossi Peel Extract,Citronellol,Uncaria Gambir Extract,Geraniol,Angelica Keiskei Leaf/Stem Extract,Alpha-Isomethyl Ionone,Sanguisorba Officinalis Root Extract,Crataegus Monogyna Flower Extract,Camellia Sinensis Leaf Extract,Sodium Acetylated Hyaluronate,Hydroxyproline,Iron Oxides (Ci 77491),Citrus Junos Seed Extract,Cinnamomum Cassia Bark Extract,Ziziphus Jujuba Fruit Extract,Chlorella Vulgaris Extract,Eucheuma Serra/Grateloupia Sparsa/Saccharina Angustata/Ulva Linza/Undaria Pinnatifida Extract,Carbomer,Sodium Lactate,Bht,Curcuma Longa (Turmeric) Rhizome Extract,Polysorbate 20,Saccharina Angustata/Undaria Pinnatifida Extract,Palmitoyl Tripeptide-1,Palmitoyl Tetrapeptide-7",,,,,,,,,,,
Shiseido,White Lucent Brightening Gel Cream,"WATER,BUTYLENE GLYCOL,GLYCERIN,DIMETHICONE,SD ALCOHOL 40-B (ALCOHOL DENAT.),TRIETHYLHEXANOIN,PEG/PPG-14/7 DIMETHYL ETHER,HYDROGENATED POLYDECENE,BEHENYL ALCOHOL,STEARYL ALCOHOL,MYRISTYL MYRISTATE,GLYCERYL STEARATE SE,TREHALOSE,POTASSIUM METHOXYSALICYLATE,PHYTOSTERYL MACADAMIATE,METHYL METHACRYLATE CROSSPOLYMER,POLYSORBATE 60,PEG-40 STEARATE,PHENOXYETHANOL,DIMETHYLACRYLAMIDE/SODIUM ACRYLOYLDIMETHYLTAURATE CROSSPOLYMER,HYDROGENATED PALM OIL,ELAEIS GUINEENSIS (PALM) KERNEL OIL,ELAEIS GUINEENSIS (PALM) OIL,SORBITAN TRISTEARATE,TRISODIUM EDTA,ERYTHRITOL,PEG/PPG-17/4 DIMETHYL ETHER,SODIUM CITRATE,FRAGRANCE (PARFUM),DIPOTASSIUM GLYCYRRHIZATE,2-O-ETHYL ASCORBIC ACID,ALCOHOL,SILICA,XANTHAN GUM,CAFFEINE,LINALOOL,CITRIC ACID,SODIUM METAPHOSPHATE,PPG-3 DIPIVALATE,HDI/TRIMETHYLOL HEXYLLACTONE CROSSPOLYMER,TOCOPHEROL,CITRONELLOL,SODIUM METABISULFITE,GERANIOL,ANGELICA KEISKEI LEAF/STEM EXTRACT,LIMONENE,PAEONIA ALBIFLORA ROOT EXTRACT,CRATAEGUS MONOGYNA FLOWER EXTRACT,ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER,FRUCTOSE,REHMANNIA CHINENSIS ROOT EXTRACT,IRON OXIDES (CI 77491),PRUNUS YEDOENSIS LEAF EXTRACT,ZIZIPHUS JUJUBA FRUIT EXTRACT,PYROLA INCARNATA EXTRACT,POTENTILLA ERECTA ROOT EXTRACT,POLYQUATERNIUM-51,BENZOIC ACID",,,,,,,,,,,
Shiseido,White Lucent Anti-Dark Circles Eye Cream,"Water,Dimethicone,Butylene Glycol,Glycerin,Alcohol,Dimethicone/Vinyl Dimethicone Crosspolymer,Myristyl Myristate,Petrolatum,Hydrogenated Polydecene,Behenyl Alcohol,Cetyl Ethylhexanoate,Glyceryl Stearate Se,Potassium Methoxysalicylate,Polymethyl Methacrylate,Stearyl Alcohol,Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer,Polysorbate 60,PEG-40 Stearate,Tocopheryl Acetate,Phenoxyethanol,Titanium Dioxide (CI 77891),Fragrance (Parfum),Sorbitan Tristearate,Trisodium EDTA,PEG-10 Dimethicone,Sodium Citrate,Oryzanol,2-O-Ethyl Ascorbic Acid,Mica,Silica,Xanthan Gum,Sodium Metaphosphate,Limonene,Citric Acid,PEG/PPG-14/7 Dimethyl Ether,Aluminum Hydroxide,Benzyl Benzoate,Hydroxyisohexyl 3-Cyclohexene Carboxaldehyde,Iron Oxides (CI 77491),Sodium Hyaluronate,Linalool,Crataegus Monogyna Flower Extract,Tocopherol.yethanol,Fragrance,Titanium Dioxide,Mica",,,,,,,,,,,
Shiseido,Bio-Performance Advanced Super Revitalizing Cream,"Water,Glycerin,Butylene Glycol,Isododecane,Isohexadecane,Dimethicone,Cetyl Ethylhexanoate,Hydrogenated Polydecene,Disteardimonium Hectorite,PEG-9 Polydimethylsiloxyethyl Dimethicone,PEG-150,PEG-8 Diisostearate,Phenoxyethanol,Methylparaben,Ethylparaben,Phytosteryl Macadamiate,Sodium Citrate,Fragrance (Parfum),Trisodium EDTA,Tocopheryl Acetate,Stearyl Glycyrrhetinate,Hydroxyproline,Citric Acid,Sodium Metaphosphate,Benzyl Benzoate,Alpha-Isomethyl Ionone,Butylphenyl Methylpropional,Hexyl Cinnamal,Linalool,Limonene,Sodium Acetylated Hyaluronate,Citronellol,Geraniol,Saccharomyces Ferment Lysate Filtrate,Rubus Idaeus (Raspberry) Fruit Extract,Iron Oxides (CI 77492),Syzygium Jambos Leaf Extract,Iron Oxides (CI 77491),Tocopherol",,,,,,,,,,,
Shiseido,Benefiance Wrinkle Smoothing Cream Enriched,"Water,Cetyl Ethylhexanoate,Glycerin,Niacinamide,Nylon-12,Cetearyl Alcohol,Dipropylene Glycol,Sd Alcohol 40-B (Alcohol Denat.),Caprylic/Capric Triglyceride,Phytosteryl Macadamiate,Glyceryl Stearate,Dimethicone,Diisostearyl Malate,Beheneth-20,Phenoxyethanol,Alcohol,Tocopheryl Acetate,Erythritol,Peg/Ppg-14/7 Dimethyl Ether,Peg/Ppg-17/4 Dimethyl Ether,Hdi/Trimethylol Hexyllactone Crosspolymer,Carbomer,Fragrance,Butylene Glycol,Sodium Citrate,Trisodium Edta,Potassium Hydroxide,Citric Acid,Caffeine,Xanthan Gum,Sodium Metabisulfite,Sodium Metaphosphate,Iron Oxides (Ci 77492),Ppg-3 Dipivalate,Linalool,Tocopherol,Sapindus Mukorossi Peel Extract,Limonene,Citronellol,Silica,Geraniol,Angelica Keiskei Leaf/Stem Extract,Alpha-Isomethyl Ionone,Camellia Sinensis Leaf Extract,Citrus Junos Seed Extract,Ziziphus Jujuba Fruit Extract,Iron Oxides (Ci 77491),Eucheuma Serra/Grateloupia Sparsa/Saccharina Angustata/Ulva Linza/Undaria Pinnatifida Extract,Curcuma Longa (Turmeric) Rhizome Extract,Saccharina Angustata/Undaria Pinnatifida Extract,Chlorella Vulgaris Extract",,,,,,,,,,,
Shiseido,Future Solution LX Total Regenerating Cream,"Dipropylene Glycol,Glycerin,Dimethicone,Butylene Glycol,Xylitol,Piperidinepropionic Acid,Petrolatum,Mineral Oil(Paraffinum Liquidum/Huile Minerale),Diisostearyl Malate,Myristyl Myristate,Pentaerythrityl Tetrabehenate/Benzoate/Ethylhexanoate,Behenyl Alcohol,Glyceryl Stearate Se,Stearyl Alcohol,Pentaerythrityl Tetraethylhexanoate,Batyl Alcohol,Dimethicone Crosspolymer,Beheneth-20,Phenoxyethanol,Dimethylacrylamide/Sodium Acryloyldimethyltaurate Crosspolymer,Fragrance,Sorbitan Tristearate,Sodium Methyl Stearoyl Taurate,Peg/Ppg-17/4 Dimethyl Ether,Tocopheryl Acetate,Sodium Citrate,Bht,Xanthan Gum,Trisodium Edta,Sodium Metabisulfite,Linalool,Citric Acid,Sodium Metaphosphate,Iron Oxides (Ci 77492),Phytosteryl/Octyldodecyl Lauroyl Glutamate,Butylphenyl Methylpropional,Alcohol,Limonene,2-O-Ethyl Ascorbic Acid,Alpha-Isomethyl Ionone,Citronellol,Geraniol,Benzyl Benzoate,Prunus Speciosa Leaf Extract,Angelica Acutiloba Root Extract,Iron Oxides (Ci 77491),Sanguisorba Officinalis Root Extract,Isodonis Japonicus Leaf/Stalk Extract,Camellia Sinensis Leaf Extract,Tocopherol",,,,,,,,,,,
Shiseido,Clarifying Cleansing Foam,"Water,Stearic Acid,Peg-8,Myristic Acid,Glycerin,Potassium Hydroxide,Dipropylene Glycol,Lauric Acid,Glyceryl Stearate Se,Sorbitol,Cocamidopropyl Betaine,Peg-60 Glyceryl Isostearate,Sodium Methyl Cocoyl Taurate,Phytosteryl Macadamiate,Fragrance,Polyquaternium-39,Disodium Edta,Oryza Sativa (Rice) Germ Oil,Linalool,Geraniol,Citronellol,Kaolin,Sodium Benzoate,Butylene Glycol,Acrylates Copolymer,Betaine,Silk Powder(Serica/Poudre De Soie),Tocopherol,Sodium Acetylated Hyaluronate,Artemisia Princeps Leaf Extract,Sodium Lauryl Sulfate",,,,,,,,,,,
Shiseido,WASO: Color-Smart Day Moisturizer Oil-Free SPF 30 Sunscreen,"Water,Cyclopentasiloxane,Sd Alcohol 40-B,Glycerin,Methyl Methacrylate Crosspolymer,Dimethicone,PEG-10 Dimethicone,Polybutylene Glycol/PPG-9/1 Copolymer,Lauryl PEG-9 Polydimethylsiloxyethyl Dimethicone,Polymethylsilsesquioxane,Talc,Erythritol,Silica,Trehalose,Disteardimonium Hectorite,Trimethylsiloxysilicate,Caffeine,Betaine,PEG/PPG-17/4 Dimethyl Ether,Phytosteryl/Octyldodecyl Lauroyl Glutamate,Dipeptide-15,Eriobotrya Japonica Leaf Protoplasts,Paeonia Albiflora Root Extract,Lamium Album Flower/Leaf/Stem Extract,Citrus Junos Seed Extract,Eriobotrya Japonica Leaf Extract,Aluminum Hydroxide,Stearic Acid,Isostearic Acid,Butylene Glycol,Trisodium Edta,Polyester-1,Alcohol,Silica Dimethyl Silylate,Alumina,Triethoxycaprylylsilane,Hydrogen Dimethicone,Bht,Tocopherol,Phenoxyethanol,Benzoic Acid,Fragrance,Titanium Dioxide,Iron Oxides,Mica",,,,,,,,,,,
